policy,tau,K,M,lockout_hours,n_patients,n_sepsis,n_nonsepsis,sepsis_detected,sepsis_detection_rate,nonsepsis_alerted,nonsepsis_alert_rate,alerts_total,alerts_per_100_patient_hours,lead_time_median,lead_time_mean,lead_ge_1_rate,lead_ge_3_rate,lead_ge_6_rate,policy_name
B_persistence,0.13987341772151896,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.1411392405063291,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.14240506329113922,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.14367088607594936,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.1449367088607595,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.14620253164556962,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.14746835443037976,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.14873417721518986,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.15,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.16206896551724137,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,8,0.04178636719770175,46.0,64.0,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.17413793103448275,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,7,0.03656307129798903,46.0,63.4,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.18620689655172412,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,7,0.03656307129798903,46.0,63.4,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.19827586206896552,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,7,0.03656307129798903,46.0,63.4,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.21034482758620687,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,7,0.03656307129798903,46.0,63.4,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
