feature,importance_mean,importance_std
WBC__max_6h,-1.7197760348820064e-06,1.8156128117272536e-06
Lactate__std_12h,-1.9048056661880724e-06,3.768547018290021e-07
DBP__prev1,-2.5263714219677504e-06,3.403463689183397e-06
FiO2__mean_12h,-2.5304228953174765e-06,1.4688735713057051e-05
Glucose__std_6h,-2.7978255188775005e-06,2.251146845924513e-05
BaseExcess__min_6h,-3.151050009677428e-06,9.024102455309218e-06
WBC__max_12h,-3.1997872689442514e-06,9.070905266348177e-06
FiO2__prev1,-3.52561298237089e-06,1.4122446825492457e-06
EtCO2__min_6h,-3.5488521729079572e-06,1.8862719394398377e-06
Chloride__min_24h,-3.65578185694243e-06,2.80363290371554e-06
BaseExcess__delta_1h,-3.671057527442206e-06,6.291980665000197e-06
Alkalinephos__max_6h,-3.8144870083505615e-06,1.5904431595632507e-06
EtCO2__delta_1h,-4.073982436853529e-06,9.464990119154331e-06
AST__std_24h,-4.0755267266640035e-06,5.510056683691603e-06
Lactate__std_24h,-5.436784107217054e-06,1.2721153013984918e-05
Magnesium__delta_6h,-6.1776713331900685e-06,1.0777715195744518e-05
Alkalinephos__max_24h,-6.410348248363714e-06,3.0547316395415508e-06
AST__min_12h,-6.43966259175885e-06,7.578931413200849e-06
Resp__miss,-7.4342119083709025e-06,5.966255908161979e-06
Bilirubin_total__miss,-7.83574090810278e-06,1.09109629937235e-05
Lactate__mean_6h,-8.129599589978693e-06,1.5249620594137939e-05
pH__max_6h,-1.041048899833717e-05,9.562402375314038e-05
Hgb__std_12h,-1.065423717439784e-05,0.00015779173711214734
Calcium__std_24h,-1.1624027165647518e-05,1.5246073369861555e-05
Magnesium__max_12h,-1.3119296734827242e-05,8.85190214255403e-06
BUN__delta_6h,-1.3772077829467683e-05,1.1658159834332182e-05
pH__min_12h,-1.3791737337479695e-05,6.606145256980496e-05
WBC__min_12h,-1.4379657095588074e-05,0.00024171950105764356
PaCO2__std_12h,-1.568847515984892e-05,5.001275336340234e-06
Temp__max_24h,-1.5947823743777062e-05,0.0005384135225859485
Chloride__min_12h,-1.756493429683863e-05,3.095031578220367e-06
Magnesium__max_6h,-1.859927813214993e-05,2.9962706568845718e-05
Platelets__mean_6h,-1.9225671465595077e-05,2.434362618383509e-06
DBP__max_6h,-2.0398827245149962e-05,6.235216866601075e-06
HR__min_6h,-2.0964566648709743e-05,0.00013310539067934316
DBP__mean_6h,-2.3450398880407797e-05,1.3137840811080728e-05
AST__mean_12h,-2.3539368618366516e-05,1.9220206445671013e-05
AST__max_12h,-2.3550420631308217e-05,1.153574684802675e-05
Hct__std_6h,-2.4235515654476774e-05,6.199332691652792e-05
HCO3__min_6h,-2.528259521516224e-05,3.347046925280022e-05
pH__mean_12h,-2.6097712982423722e-05,7.833045655978452e-05
SaO2__mean_6h,-2.6155626084176303e-05,7.24145819195057e-05
Alkalinephos__std_24h,-2.960637165643487e-05,0.00011345789919775806
Glucose__min_24h,-3.0339981671028e-05,4.6540571281266804e-05
Creatinine__prev1,-3.1915446138389085e-05,3.1707395856499733e-05
DBP__min_6h,-3.3318726245965826e-05,1.4955380654277445e-05
PTT__mean_12h,-3.410802848899039e-05,1.710252371973943e-05
Chloride__mean_24h,-3.5210133415087026e-05,0.00019911499969403647
WBC__prev1,-3.8842329863225254e-05,0.0004496024901413792
Potassium__std_24h,-3.9134653953182264e-05,0.0003159179046927143
Fibrinogen__mean_6h,-3.9564902296521376e-05,9.88830642540826e-06
Platelets__min_12h,-3.999433806266328e-05,1.887811502733227e-05
SBP__miss,-4.03832160832638e-05,0.00011179385973859198
pH__std_6h,-4.0513737861685715e-05,2.5841607679234845e-05
Calcium__std_12h,-4.157929738413016e-05,6.1816863726452084e-06
DBP__mean_12h,-4.259193674488377e-05,5.533419829929067e-05
Hgb__mean_12h,-4.421481459352957e-05,6.111648540890506e-05
O2Sat__delta_6h,-4.506452604780269e-05,2.8438564126723556e-05
